"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Jul 19 17:39:23 GMT 2023","Wed Jul 19 17:39:24 GMT 2023","474","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Wed Jul 19 17:39:13 GMT 2023","Wed Jul 19 17:39:17 GMT 2023","3735","","tests.LoginTest","","tests.LoginTest","loginWithEmptyUsernameField","loginWithEmptyUsernameField()",""
"passed","Wed Jul 19 17:39:29 GMT 2023","Wed Jul 19 17:39:32 GMT 2023","2655","","tests.LoginTest","","tests.LoginTest","usernameDescriptionErrorColorWithInvalidLengthValues","usernameDescriptionErrorColorWithInvalidLengthValues()",""
"passed","Wed Jul 19 17:38:59 GMT 2023","Wed Jul 19 17:41:23 GMT 2023","144085","","tests.CookieAuthorizationTest","","tests.CookieAuthorizationTest","cookieAuthorization","cookieAuthorization()",""
"broken","Wed Jul 19 17:39:23 GMT 2023","Wed Jul 19 17:39:24 GMT 2023","483","","","","","","Example #1.7",""
"passed","Wed Jul 19 17:39:30 GMT 2023","Wed Jul 19 17:39:33 GMT 2023","2896","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"passed","Wed Jul 19 17:39:03 GMT 2023","Wed Jul 19 17:39:11 GMT 2023","7156","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Wed Jul 19 17:39:43 GMT 2023","Wed Jul 19 17:39:45 GMT 2023","2175","","tests.LoginTest","","tests.LoginTest","hintToEmptyUsernameField","hintToEmptyUsernameField()",""
"skipped","Wed Jul 19 17:39:23 GMT 2023","Wed Jul 19 17:39:23 GMT 2023","272","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"broken","Wed Jul 19 17:39:24 GMT 2023","Wed Jul 19 17:39:24 GMT 2023","502","","","","","","login with valid value scenario",""
"broken","Wed Jul 19 17:39:23 GMT 2023","Wed Jul 19 17:39:23 GMT 2023","293","","","","","","Example #1.5",""
"skipped","Wed Jul 19 17:39:22 GMT 2023","Wed Jul 19 17:39:22 GMT 2023","426","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"broken","Wed Jul 19 17:39:22 GMT 2023","Wed Jul 19 17:39:23 GMT 2023","285","","","","","","Example #1.4",""
"skipped","Wed Jul 19 17:39:23 GMT 2023","Wed Jul 19 17:39:23 GMT 2023","439","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Wed Jul 19 17:38:34 GMT 2023","Wed Jul 19 17:38:54 GMT 2023","20290","","tests.JSExecutorTest","","tests.JSExecutorTest","isScrollPage","isScrollPage()",""
"broken","Wed Jul 19 17:39:22 GMT 2023","Wed Jul 19 17:39:22 GMT 2023","441","","","","","","Example #1.3",""
"broken","Wed Jul 19 17:39:20 GMT 2023","Wed Jul 19 17:39:21 GMT 2023","502","","","","","","Example #1.1",""
"skipped","Wed Jul 19 17:39:20 GMT 2023","Wed Jul 19 17:39:21 GMT 2023","458","","login","","login with wrong value scenario","","login with wrong value scenario","  try to login with wrong value"
"passed","Wed Jul 19 17:39:04 GMT 2023","Wed Jul 19 17:39:08 GMT 2023","4614","","tests.AlertsTest","","tests.AlertsTest","alert","alert()",""
"passed","Wed Jul 19 17:38:34 GMT 2023","Wed Jul 19 17:38:55 GMT 2023","21077","","tests.BasicAuthTest","","tests.BasicAuthTest","basicAuth","basicAuth()",""
"broken","Wed Jul 19 17:39:21 GMT 2023","Wed Jul 19 17:39:22 GMT 2023","271","","","","","","Example #1.1",""
"passed","Wed Jul 19 17:38:34 GMT 2023","Wed Jul 19 17:38:58 GMT 2023","23931","","tests.TabsTest","","tests.TabsTest","tabs","tabs()",""
