"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 25 14:14:29 GMT 2023","Tue Jul 25 14:14:36 GMT 2023","7527","","login","","login with valid value scenario","","login with valid value scenario","  try to login with valid values"
"passed","Tue Jul 25 14:14:37 GMT 2023","Tue Jul 25 14:14:42 GMT 2023","5290","","tests.DragDropTest","","tests.DragDropTest","dragnDrop","dragnDrop()",""
"passed","Tue Jul 25 14:15:03 GMT 2023","Tue Jul 25 14:15:06 GMT 2023","2827","","","","","","Example #1.6",""
"passed","Tue Jul 25 14:15:01 GMT 2023","Tue Jul 25 14:15:04 GMT 2023","3252","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Tue Jul 25 14:14:22 GMT 2023","Tue Jul 25 14:14:29 GMT 2023","6571","","tests.JSExecutorTest","","tests.JSExecutorTest","removeFocus","removeFocus()",""
"passed","Tue Jul 25 14:14:29 GMT 2023","Tue Jul 25 14:14:37 GMT 2023","7644","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"failed","Tue Jul 25 14:15:23 GMT 2023","Tue Jul 25 14:15:25 GMT 2023","2357","","tests.LoginTest","","tests.LoginTest","passwordErrorMessageWithInvalidLengthValues","passwordErrorMessageWithInvalidLengthValues()",""
"passed","Tue Jul 25 14:15:15 GMT 2023","Tue Jul 25 14:15:17 GMT 2023","2129","","tests.LoginTest","","tests.LoginTest","hintToEmptyUsernameField","hintToEmptyUsernameField()",""
"passed","Tue Jul 25 14:14:53 GMT 2023","Tue Jul 25 14:14:56 GMT 2023","3211","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Tue Jul 25 14:13:24 GMT 2023","Tue Jul 25 14:14:24 GMT 2023","59811","","tests.TabsTest","","tests.TabsTest","tabs","tabs()",""
"passed","Tue Jul 25 14:15:00 GMT 2023","Tue Jul 25 14:15:03 GMT 2023","3377","","","","","","Example #1.5",""
"passed","Tue Jul 25 14:14:42 GMT 2023","Tue Jul 25 14:14:46 GMT 2023","4210","","","","","","Example #1.2",""
"passed","Tue Jul 25 14:14:29 GMT 2023","Tue Jul 25 14:14:35 GMT 2023","6019","","tests.LoginTest","","tests.LoginTest","loginWithEmptyPasswordField","loginWithEmptyPasswordField()",""
"passed","Tue Jul 25 14:14:37 GMT 2023","Tue Jul 25 14:14:43 GMT 2023","6237","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"passed","Tue Jul 25 14:14:59 GMT 2023","Tue Jul 25 14:15:02 GMT 2023","2884","","tests.LoginTest","","tests.LoginTest","usernameDescriptionErrorColorWithInvalidLengthValues","usernameDescriptionErrorColorWithInvalidLengthValues()",""
"passed","Tue Jul 25 14:15:10 GMT 2023","Tue Jul 25 14:15:12 GMT 2023","1965","","tests.LoginTest","","tests.LoginTest","hintToEmptyUsernameDescriptionField","hintToEmptyUsernameDescriptionField()",""
"passed","Tue Jul 25 14:14:25 GMT 2023","Tue Jul 25 14:14:39 GMT 2023","13463","","tests.CookieAuthorizationTest","","tests.CookieAuthorizationTest","cookieAuthorization","cookieAuthorization()",""
"passed","Tue Jul 25 14:14:35 GMT 2023","Tue Jul 25 14:14:39 GMT 2023","4399","","tests.LoginTest","","tests.LoginTest","overflowUsernameField","overflowUsernameField()",""
"passed","Tue Jul 25 14:14:43 GMT 2023","Tue Jul 25 14:14:46 GMT 2023","3542","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"passed","Tue Jul 25 14:14:36 GMT 2023","Tue Jul 25 14:14:42 GMT 2023","5515","","login","","login with wrong value scenario","","login with wrong value scenario","  try to login with wrong value"
"passed","Tue Jul 25 14:14:32 GMT 2023","Tue Jul 25 14:14:37 GMT 2023","4814","","tests.AlertsTest","","tests.AlertsTest","alert","alert()",""
"passed","Tue Jul 25 14:14:46 GMT 2023","Tue Jul 25 14:14:50 GMT 2023","3768","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Tue Jul 25 14:15:12 GMT 2023","Tue Jul 25 14:15:15 GMT 2023","2145","","tests.LoginTest","","tests.LoginTest","overflowPasswordField","overflowPasswordField()",""
"passed","Tue Jul 25 14:13:29 GMT 2023","Tue Jul 25 14:14:29 GMT 2023","59275","","","","","","logout scenario",""
"passed","Tue Jul 25 14:14:50 GMT 2023","Tue Jul 25 14:14:53 GMT 2023","3115","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Tue Jul 25 14:14:56 GMT 2023","Tue Jul 25 14:15:00 GMT 2023","3497","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Tue Jul 25 14:13:24 GMT 2023","Tue Jul 25 14:14:21 GMT 2023","57065","","tests.JSExecutorTest","","tests.JSExecutorTest","isScrollPage","isScrollPage()",""
"passed","Tue Jul 25 14:14:51 GMT 2023","Tue Jul 25 14:14:54 GMT 2023","3121","","tests.LoginTest","","tests.LoginTest","loginWithEmptyUsernameDescriptionField","loginWithEmptyUsernameDescriptionField()",""
"passed","Tue Jul 25 14:15:06 GMT 2023","Tue Jul 25 14:15:09 GMT 2023","2720","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Tue Jul 25 14:14:39 GMT 2023","Tue Jul 25 14:14:43 GMT 2023","3486","","tests.LoginTest","","tests.LoginTest","loginWithEmptyUsernameField","loginWithEmptyUsernameField()",""
"passed","Tue Jul 25 14:13:24 GMT 2023","Tue Jul 25 14:14:28 GMT 2023","63861","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"passed","Tue Jul 25 14:14:36 GMT 2023","Tue Jul 25 14:14:42 GMT 2023","5548","","","","","","Example #1.1",""
"passed","Tue Jul 25 14:14:46 GMT 2023","Tue Jul 25 14:14:50 GMT 2023","3791","","","","","","Example #1.1",""
"passed","Tue Jul 25 14:14:50 GMT 2023","Tue Jul 25 14:14:53 GMT 2023","3136","","","","","","Example #1.2",""
"passed","Tue Jul 25 14:15:00 GMT 2023","Tue Jul 25 14:15:03 GMT 2023","3366","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Tue Jul 25 14:13:29 GMT 2023","Tue Jul 25 14:14:28 GMT 2023","58356","","logout","","logout scenario","","logout scenario",""
"passed","Tue Jul 25 14:14:54 GMT 2023","Tue Jul 25 14:14:59 GMT 2023","4617","","tests.LoginTest","","tests.LoginTest","loginSuccessfully","loginSuccessfully()",""
"passed","Tue Jul 25 14:15:07 GMT 2023","Tue Jul 25 14:15:10 GMT 2023","3660","","tests.LoginTest","","tests.LoginTest","loginWithInvalidUsername","loginWithInvalidUsername()",""
"passed","Tue Jul 25 14:14:58 GMT 2023","Tue Jul 25 14:15:01 GMT 2023","3243","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"passed","Tue Jul 25 14:14:56 GMT 2023","Tue Jul 25 14:15:00 GMT 2023","3515","","","","","","Example #1.4",""
"passed","Tue Jul 25 14:14:42 GMT 2023","Tue Jul 25 14:14:46 GMT 2023","4197","","login","","login with wrong value scenario","","login with wrong value scenario","  try to login with wrong value"
"passed","Tue Jul 25 14:14:46 GMT 2023","Tue Jul 25 14:14:50 GMT 2023","3963","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
