"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Aug 03 11:51:16 GMT 2023","Thu Aug 03 11:51:16 GMT 2023","17","","","","","","login with valid value scenario",""
"broken","Thu Aug 03 11:51:10 GMT 2023","Thu Aug 03 11:51:10 GMT 2023","40","","tests.LoginTest","","tests.LoginTest","hintToEmptyUsernameDescriptionField","hintToEmptyUsernameDescriptionField()",""
"broken","Thu Aug 03 11:51:10 GMT 2023","Thu Aug 03 11:51:10 GMT 2023","41","","tests.LoginTest","","tests.LoginTest","hintToEmptyPasswordField","hintToEmptyPasswordField()",""
"skipped","Thu Aug 03 11:51:16 GMT 2023","Thu Aug 03 11:51:16 GMT 2023","23","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"skipped","Thu Aug 03 11:51:16 GMT 2023","Thu Aug 03 11:51:16 GMT 2023","14","","login","","login with wrong value scenario","","login with wrong value scenario","  try to login with wrong value"
"broken","Thu Aug 03 11:51:10 GMT 2023","Thu Aug 03 11:51:10 GMT 2023","43","","tests.LoginTest","","tests.LoginTest","loginWithInvalidPassword","loginWithInvalidPassword()",""
"broken","Thu Aug 03 11:51:16 GMT 2023","Thu Aug 03 11:51:16 GMT 2023","18","","","","","","logout scenario",""
"broken","Thu Aug 03 11:51:10 GMT 2023","Thu Aug 03 11:51:10 GMT 2023","45","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"broken","Thu Aug 03 11:51:10 GMT 2023","Thu Aug 03 11:51:10 GMT 2023","56","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [7] , password, username",""
"broken","Thu Aug 03 11:51:10 GMT 2023","Thu Aug 03 11:51:10 GMT 2023","48","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"skipped","Thu Aug 03 11:51:16 GMT 2023","Thu Aug 03 11:51:16 GMT 2023","14","","logout","","logout scenario","","logout scenario",""
"broken","Thu Aug 03 11:51:09 GMT 2023","Thu Aug 03 11:51:09 GMT 2023","37","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"skipped","Thu Aug 03 11:51:16 GMT 2023","Thu Aug 03 11:51:16 GMT 2023","11","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"broken","Thu Aug 03 11:51:10 GMT 2023","Thu Aug 03 11:51:10 GMT 2023","51","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"broken","Thu Aug 03 11:51:10 GMT 2023","Thu Aug 03 11:51:11 GMT 2023","32","","tests.LoginTest","","tests.LoginTest","loginWithInvalidUsername","loginWithInvalidUsername()",""
"broken","Thu Aug 03 11:51:16 GMT 2023","Thu Aug 03 11:51:16 GMT 2023","25","","","","","","Example #1.4",""
"broken","Thu Aug 03 11:51:09 GMT 2023","Thu Aug 03 11:51:09 GMT 2023","86","","tests.DragDropTest","","tests.DragDropTest","dragnDrop","dragnDrop()",""
"broken","Thu Aug 03 11:51:10 GMT 2023","Thu Aug 03 11:51:10 GMT 2023","79","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"skipped","Thu Aug 03 11:51:16 GMT 2023","Thu Aug 03 11:51:16 GMT 2023","10","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"broken","Thu Aug 03 11:51:16 GMT 2023","Thu Aug 03 11:51:16 GMT 2023","39","","","","","","Example #1.1",""
"broken","Thu Aug 03 11:51:10 GMT 2023","Thu Aug 03 11:51:10 GMT 2023","39","","tests.LoginTest","","tests.LoginTest","loginSuccessfully","loginSuccessfully()",""
"broken","Thu Aug 03 11:51:16 GMT 2023","Thu Aug 03 11:51:16 GMT 2023","29","","","","","","Example #1.2",""
"broken","Thu Aug 03 11:51:09 GMT 2023","Thu Aug 03 11:51:09 GMT 2023","61","","tests.JSExecutorTest","","tests.JSExecutorTest","isScrollPage","isScrollPage()",""
"broken","Thu Aug 03 11:51:09 GMT 2023","Thu Aug 03 11:51:09 GMT 2023","62","","tests.AlertsTest","","tests.AlertsTest","alert","alert()",""
"skipped","Thu Aug 03 11:51:16 GMT 2023","Thu Aug 03 11:51:16 GMT 2023","21","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"broken","Thu Aug 03 11:51:10 GMT 2023","Thu Aug 03 11:51:10 GMT 2023","43","","tests.LoginTest","","tests.LoginTest","usernameErrorMessageWithInvalidLengthValues","usernameErrorMessageWithInvalidLengthValues()",""
"broken","Thu Aug 03 11:51:10 GMT 2023","Thu Aug 03 11:51:10 GMT 2023","39","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"broken","Thu Aug 03 11:51:11 GMT 2023","Thu Aug 03 11:51:11 GMT 2023","29","","tests.LoginTest","","tests.LoginTest","overflowUsernameField","overflowUsernameField()",""
"broken","Thu Aug 03 11:51:11 GMT 2023","Thu Aug 03 11:51:11 GMT 2023","25","","tests.LoginTest","","tests.LoginTest","loginWithEmptyUsernameDescriptionField","loginWithEmptyUsernameDescriptionField()",""
"broken","Thu Aug 03 11:51:11 GMT 2023","Thu Aug 03 11:51:11 GMT 2023","24","","tests.LoginTest","","tests.LoginTest","passwordErrorMessageWithInvalidLengthValues","passwordErrorMessageWithInvalidLengthValues()",""
"broken","Thu Aug 03 11:51:09 GMT 2023","Thu Aug 03 11:51:09 GMT 2023","46","","tests.JSExecutorTest","","tests.JSExecutorTest","removeFocus","removeFocus()",""
"broken","Thu Aug 03 11:51:10 GMT 2023","Thu Aug 03 11:51:10 GMT 2023","51","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"broken","Thu Aug 03 11:51:10 GMT 2023","Thu Aug 03 11:51:10 GMT 2023","40","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"broken","Thu Aug 03 11:51:16 GMT 2023","Thu Aug 03 11:51:16 GMT 2023","14","","","","","","Example #1.6",""
