"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Aug 02 09:01:08 GMT 2023","Wed Aug 02 09:01:08 GMT 2023","14","","","","","","Example #1.6",""
"broken","Wed Aug 02 09:01:03 GMT 2023","Wed Aug 02 09:01:03 GMT 2023","21","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"broken","Wed Aug 02 09:01:01 GMT 2023","Wed Aug 02 09:01:01 GMT 2023","115","","tests.BasicAuthTest","","tests.BasicAuthTest","basicAuth","basicAuth()",""
"broken","Wed Aug 02 09:01:08 GMT 2023","Wed Aug 02 09:01:08 GMT 2023","13","","","","","","Example #1.1",""
"broken","Wed Aug 02 09:01:04 GMT 2023","Wed Aug 02 09:01:04 GMT 2023","36","","tests.JSExecutorTest","","tests.JSExecutorTest","isScrollPage","isScrollPage()",""
"broken","Wed Aug 02 09:01:02 GMT 2023","Wed Aug 02 09:01:02 GMT 2023","45","","tests.DragDropTest","","tests.DragDropTest","dragnDrop","dragnDrop()",""
"skipped","Wed Aug 02 09:01:08 GMT 2023","Wed Aug 02 09:01:08 GMT 2023","10","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"skipped","Wed Aug 02 09:01:08 GMT 2023","Wed Aug 02 09:01:08 GMT 2023","10","","login","","login with valid value scenario","","login with valid value scenario","  try to login with valid values"
"broken","Wed Aug 02 09:01:04 GMT 2023","Wed Aug 02 09:01:04 GMT 2023","16","","tests.LoginTest","","tests.LoginTest","overflowPasswordField","overflowPasswordField()",""
"broken","Wed Aug 02 09:01:04 GMT 2023","Wed Aug 02 09:01:04 GMT 2023","22","","tests.LoginTest","","tests.LoginTest","loginWithEmptyUsernameField","loginWithEmptyUsernameField()",""
"broken","Wed Aug 02 09:01:02 GMT 2023","Wed Aug 02 09:01:02 GMT 2023","54","","tests.AlertsTest","","tests.AlertsTest","alert","alert()",""
"broken","Wed Aug 02 09:01:04 GMT 2023","Wed Aug 02 09:01:04 GMT 2023","14","","tests.LoginTest","","tests.LoginTest","hintToEmptyUsernameField","hintToEmptyUsernameField()",""
"broken","Wed Aug 02 09:01:03 GMT 2023","Wed Aug 02 09:01:03 GMT 2023","13","","tests.LoginTest","","tests.LoginTest","loginSuccessfully","loginSuccessfully()",""
"skipped","Wed Aug 02 09:01:08 GMT 2023","Wed Aug 02 09:01:08 GMT 2023","10","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"broken","Wed Aug 02 09:01:03 GMT 2023","Wed Aug 02 09:01:03 GMT 2023","44","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"skipped","Wed Aug 02 09:01:08 GMT 2023","Wed Aug 02 09:01:08 GMT 2023","9","","logout","","logout scenario","","logout scenario",""
"broken","Wed Aug 02 09:01:02 GMT 2023","Wed Aug 02 09:01:02 GMT 2023","74","","tests.TabsTest","","tests.TabsTest","tabs","tabs()",""
"skipped","Wed Aug 02 09:01:08 GMT 2023","Wed Aug 02 09:01:08 GMT 2023","22","","login","","login with wrong value scenario","","login with wrong value scenario","  try to login with wrong value"
"broken","Wed Aug 02 09:01:03 GMT 2023","Wed Aug 02 09:01:03 GMT 2023","16","","tests.LoginTest","","tests.LoginTest","usernameErrorMessageWithInvalidLengthValues","usernameErrorMessageWithInvalidLengthValues()",""
"broken","Wed Aug 02 09:01:04 GMT 2023","Wed Aug 02 09:01:04 GMT 2023","19","","tests.LoginTest","","tests.LoginTest","hintToEmptyUsernameDescriptionField","hintToEmptyUsernameDescriptionField()",""
"broken","Wed Aug 02 09:01:08 GMT 2023","Wed Aug 02 09:01:08 GMT 2023","14","","","","","","Example #1.3",""
"broken","Wed Aug 02 09:01:03 GMT 2023","Wed Aug 02 09:01:03 GMT 2023","28","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"broken","Wed Aug 02 09:01:08 GMT 2023","Wed Aug 02 09:01:08 GMT 2023","14","","","","","","login with valid value scenario",""
"skipped","Wed Aug 02 09:01:08 GMT 2023","Wed Aug 02 09:01:08 GMT 2023","10","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"broken","Wed Aug 02 09:01:03 GMT 2023","Wed Aug 02 09:01:03 GMT 2023","12","","tests.LoginTest","","tests.LoginTest","loginWithEmptyPasswordField","loginWithEmptyPasswordField()",""
"broken","Wed Aug 02 09:01:08 GMT 2023","Wed Aug 02 09:01:08 GMT 2023","13","","","","","","logout scenario",""
"broken","Wed Aug 02 09:01:03 GMT 2023","Wed Aug 02 09:01:03 GMT 2023","24","","tests.LoginTest","","tests.LoginTest","hintToEmptyPasswordField","hintToEmptyPasswordField()",""
"broken","Wed Aug 02 09:01:04 GMT 2023","Wed Aug 02 09:01:04 GMT 2023","24","","tests.JSExecutorTest","","tests.JSExecutorTest","removeFocus","removeFocus()",""
"broken","Wed Aug 02 09:01:04 GMT 2023","Wed Aug 02 09:01:04 GMT 2023","15","","tests.LoginTest","","tests.LoginTest","loginWithEmptyUsernameDescriptionField","loginWithEmptyUsernameDescriptionField()",""
"broken","Wed Aug 02 09:01:04 GMT 2023","Wed Aug 02 09:01:04 GMT 2023","26","","tests.LoginTest","","tests.LoginTest","overflowUsernameField","overflowUsernameField()",""
