"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 01 16:18:53 GMT 2023","Tue Aug 01 16:18:57 GMT 2023","3529","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"passed","Tue Aug 01 16:18:53 GMT 2023","Tue Aug 01 16:18:56 GMT 2023","3261","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Tue Aug 01 16:18:35 GMT 2023","Tue Aug 01 16:18:40 GMT 2023","4399","","tests.AlertsTest","","tests.AlertsTest","alert","alert()",""
"passed","Tue Aug 01 16:18:59 GMT 2023","Tue Aug 01 16:19:02 GMT 2023","2893","","","","","","Example #1.4",""
"passed","Tue Aug 01 16:18:46 GMT 2023","Tue Aug 01 16:18:49 GMT 2023","2982","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"passed","Tue Aug 01 16:19:15 GMT 2023","Tue Aug 01 16:19:18 GMT 2023","2066","","tests.LoginTest","","tests.LoginTest","overflowPasswordField","overflowPasswordField()",""
"passed","Tue Aug 01 16:18:32 GMT 2023","Tue Aug 01 16:18:39 GMT 2023","6817","","","","","","login with valid value scenario",""
"passed","Tue Aug 01 16:18:41 GMT 2023","Tue Aug 01 16:18:46 GMT 2023","5641","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"passed","Tue Aug 01 16:18:49 GMT 2023","Tue Aug 01 16:18:53 GMT 2023","3745","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"passed","Tue Aug 01 16:19:10 GMT 2023","Tue Aug 01 16:19:14 GMT 2023","3463","","tests.LoginTest","","tests.LoginTest","loginWithInvalidUsername","loginWithInvalidUsername()",""
"passed","Tue Aug 01 16:19:08 GMT 2023","Tue Aug 01 16:19:11 GMT 2023","2600","","","","","","Example #1.7",""
"passed","Tue Aug 01 16:19:08 GMT 2023","Tue Aug 01 16:19:10 GMT 2023","2448","","tests.LoginTest","","tests.LoginTest","usernameErrorMessageWithInvalidLengthValues","usernameErrorMessageWithInvalidLengthValues()",""
"passed","Tue Aug 01 16:18:53 GMT 2023","Tue Aug 01 16:18:56 GMT 2023","3267","","","","","","Example #1.2",""
"passed","Tue Aug 01 16:19:03 GMT 2023","Tue Aug 01 16:19:06 GMT 2023","3254","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [9] angular, password, ",""
"passed","Tue Aug 01 16:18:27 GMT 2023","Tue Aug 01 16:18:35 GMT 2023","7961","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Tue Aug 01 16:18:39 GMT 2023","Tue Aug 01 16:18:45 GMT 2023","6548","","login","","login with wrong value scenario","","login with wrong value scenario","  try to login with wrong value"
"failed","Tue Aug 01 16:19:26 GMT 2023","Tue Aug 01 16:19:28 GMT 2023","2072","","tests.LoginTest","","tests.LoginTest","passwordErrorMessageWithInvalidLengthValues","passwordErrorMessageWithInvalidLengthValues()",""
"passed","Tue Aug 01 16:18:49 GMT 2023","Tue Aug 01 16:18:53 GMT 2023","3273","","","","","","Example #1.1",""
"passed","Tue Aug 01 16:18:56 GMT 2023","Tue Aug 01 16:18:59 GMT 2023","3063","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Tue Aug 01 16:18:33 GMT 2023","Tue Aug 01 16:18:41 GMT 2023","7570","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Tue Aug 01 16:18:56 GMT 2023","Tue Aug 01 16:18:59 GMT 2023","3069","","","","","","Example #1.3",""
"passed","Tue Aug 01 16:18:39 GMT 2023","Tue Aug 01 16:18:45 GMT 2023","6685","","","","","","Example #1.1",""
"passed","Tue Aug 01 16:18:40 GMT 2023","Tue Aug 01 16:18:45 GMT 2023","4978","","tests.DragDropTest","","tests.DragDropTest","dragnDrop","dragnDrop()",""
