"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 19 19:00:06 GMT 2023","Wed Jul 19 19:00:06 GMT 2023","874","","tests.BasicAuthTest","","tests.BasicAuthTest","basicAuth","basicAuth()",""
"passed","Wed Jul 19 18:59:38 GMT 2023","Wed Jul 19 18:59:45 GMT 2023","7214","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [1] angular, password, username",""
"passed","Wed Jul 19 19:00:24 GMT 2023","Wed Jul 19 19:00:26 GMT 2023","2154","","tests.LoginTest","","tests.LoginTest","loginWithEmptyPasswordField","loginWithEmptyPasswordField()",""
"passed","Wed Jul 19 19:01:15 GMT 2023","Wed Jul 19 19:01:19 GMT 2023","3296","","","","","","Example #1.2",""
"failed","Wed Jul 19 19:01:42 GMT 2023","Wed Jul 19 19:01:44 GMT 2023","2118","","tests.LoginTest","","tests.LoginTest","passwordErrorMessageWithInvalidLengthValues","passwordErrorMessageWithInvalidLengthValues()",""
"passed","Wed Jul 19 19:01:12 GMT 2023","Wed Jul 19 19:01:15 GMT 2023","3280","","login","","login with wrong value scenario","","login with wrong value scenario","  try to login with wrong value"
"passed","Wed Jul 19 19:00:54 GMT 2023","Wed Jul 19 19:00:56 GMT 2023","2137","","tests.LoginTest","","tests.LoginTest","overflowPasswordField","overflowPasswordField()",""
"passed","Wed Jul 19 18:59:54 GMT 2023","Wed Jul 19 18:59:56 GMT 2023","2239","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"passed","Wed Jul 19 19:01:21 GMT 2023","Wed Jul 19 19:01:23 GMT 2023","2254","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Wed Jul 19 19:01:09 GMT 2023","Wed Jul 19 19:01:12 GMT 2023","3291","","","","","","login with valid value scenario",""
"passed","Wed Jul 19 19:01:19 GMT 2023","Wed Jul 19 19:01:21 GMT 2023","2250","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Wed Jul 19 19:00:26 GMT 2023","Wed Jul 19 19:00:29 GMT 2023","2085","","tests.LoginTest","","tests.LoginTest","overflowUsernameField","overflowUsernameField()",""
"passed","Wed Jul 19 19:00:17 GMT 2023","Wed Jul 19 19:00:24 GMT 2023","6925","","tests.CookieAuthorizationTest","","tests.CookieAuthorizationTest","cookieAuthorization","cookieAuthorization()",""
"passed","Wed Jul 19 19:00:01 GMT 2023","Wed Jul 19 19:00:03 GMT 2023","2248","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [8] angular, , username",""
"passed","Wed Jul 19 19:01:05 GMT 2023","Wed Jul 19 19:01:09 GMT 2023","3724","","","","","","logout scenario",""
"passed","Wed Jul 19 19:00:14 GMT 2023","Wed Jul 19 19:00:17 GMT 2023","3648","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"passed","Wed Jul 19 19:01:19 GMT 2023","Wed Jul 19 19:01:21 GMT 2023","2256","","","","","","Example #1.1",""
"passed","Wed Jul 19 19:00:49 GMT 2023","Wed Jul 19 19:00:52 GMT 2023","3240","","tests.LoginTest","","tests.LoginTest","loginWithInvalidUsername","loginWithInvalidUsername()",""
"passed","Wed Jul 19 19:01:30 GMT 2023","Wed Jul 19 19:01:32 GMT 2023","2224","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Wed Jul 19 19:00:06 GMT 2023","Wed Jul 19 19:00:08 GMT 2023","1552","","tests.JSExecutorTest","","tests.JSExecutorTest","isScrollPage","isScrollPage()",""
"passed","Wed Jul 19 18:59:45 GMT 2023","Wed Jul 19 18:59:49 GMT 2023","3424","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"passed","Wed Jul 19 19:00:58 GMT 2023","Wed Jul 19 19:01:01 GMT 2023","2811","","tests.AlertsTest","","tests.AlertsTest","alert","alert()",""
"passed","Wed Jul 19 19:01:01 GMT 2023","Wed Jul 19 19:01:04 GMT 2023","3639","","tests.DragDropTest","","tests.DragDropTest","dragnDrop","dragnDrop()",""
"passed","Wed Jul 19 19:01:25 GMT 2023","Wed Jul 19 19:01:28 GMT 2023","2220","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Wed Jul 19 19:01:25 GMT 2023","Wed Jul 19 19:01:28 GMT 2023","2224","","","","","","Example #1.4",""
"passed","Wed Jul 19 19:01:15 GMT 2023","Wed Jul 19 19:01:19 GMT 2023","3291","","login","","login with wrong value scenario","","login with wrong value scenario","  try to login with wrong value"
"passed","Wed Jul 19 19:01:12 GMT 2023","Wed Jul 19 19:01:15 GMT 2023","3285","","","","","","Example #1.1",""
"passed","Wed Jul 19 19:01:23 GMT 2023","Wed Jul 19 19:01:25 GMT 2023","2203","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Wed Jul 19 19:00:42 GMT 2023","Wed Jul 19 19:00:45 GMT 2023","2131","","tests.LoginTest","","tests.LoginTest","usernameDescriptionErrorColorWithInvalidLengthValues","usernameDescriptionErrorColorWithInvalidLengthValues()",""
"passed","Wed Jul 19 19:01:09 GMT 2023","Wed Jul 19 19:01:12 GMT 2023","3284","","login","","login with valid value scenario","","login with valid value scenario","  try to login with valid values"
"passed","Wed Jul 19 19:00:08 GMT 2023","Wed Jul 19 19:00:10 GMT 2023","2055","","tests.JSExecutorTest","","tests.JSExecutorTest","removeFocus","removeFocus()",""
"passed","Wed Jul 19 18:59:56 GMT 2023","Wed Jul 19 18:59:59 GMT 2023","2251","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [6] angular, password, te",""
"passed","Wed Jul 19 18:59:49 GMT 2023","Wed Jul 19 18:59:52 GMT 2023","3283","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"passed","Wed Jul 19 19:00:39 GMT 2023","Wed Jul 19 19:00:42 GMT 2023","3585","","tests.LoginTest","","tests.LoginTest","loginSuccessfully","loginSuccessfully()",""
"passed","Wed Jul 19 19:01:21 GMT 2023","Wed Jul 19 19:01:23 GMT 2023","2261","","","","","","Example #1.2",""
"passed","Wed Jul 19 19:01:32 GMT 2023","Wed Jul 19 19:01:34 GMT 2023","2229","","","","","","Example #1.7",""
"passed","Wed Jul 19 19:01:30 GMT 2023","Wed Jul 19 19:01:32 GMT 2023","2229","","","","","","Example #1.6",""
