"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Aug 03 11:41:00 GMT 2023","Thu Aug 03 11:41:00 GMT 2023","18","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"broken","Thu Aug 03 11:40:55 GMT 2023","Thu Aug 03 11:40:55 GMT 2023","21","","tests.LoginTest","","tests.LoginTest","hintToEmptyUsernameDescriptionField","hintToEmptyUsernameDescriptionField()",""
"broken","Thu Aug 03 11:41:00 GMT 2023","Thu Aug 03 11:41:00 GMT 2023","27","","","","","","Example #1.2",""
"broken","Thu Aug 03 11:41:00 GMT 2023","Thu Aug 03 11:41:00 GMT 2023","21","","","","","","logout scenario",""
"skipped","Thu Aug 03 11:41:00 GMT 2023","Thu Aug 03 11:41:00 GMT 2023","13","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"broken","Thu Aug 03 11:40:53 GMT 2023","Thu Aug 03 11:40:53 GMT 2023","61","","tests.CookieAuthorizationTest","","tests.CookieAuthorizationTest","cookieAuthorization","cookieAuthorization()",""
"broken","Thu Aug 03 11:40:54 GMT 2023","Thu Aug 03 11:40:54 GMT 2023","42","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [4] te, password, username",""
"broken","Thu Aug 03 11:40:53 GMT 2023","Thu Aug 03 11:40:53 GMT 2023","89","","tests.LogoutTest","","tests.LogoutTest","logoutSuccessfully","logoutSuccessfully()",""
"skipped","Thu Aug 03 11:41:00 GMT 2023","Thu Aug 03 11:41:00 GMT 2023","10","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"broken","Thu Aug 03 11:40:53 GMT 2023","Thu Aug 03 11:40:53 GMT 2023","65","","tests.JSExecutorTest","","tests.JSExecutorTest","isScrollPage","isScrollPage()",""
"broken","Thu Aug 03 11:40:55 GMT 2023","Thu Aug 03 11:40:55 GMT 2023","21","","tests.LoginTest","","tests.LoginTest","usernameDescriptionErrorColorWithInvalidLengthValues","usernameDescriptionErrorColorWithInvalidLengthValues()",""
