"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 19 17:55:36 GMT 2023","Wed Jul 19 17:55:37 GMT 2023","1388","","tests.BasicAuthTest","","tests.BasicAuthTest","basicAuth","basicAuth()",""
"skipped","Wed Jul 19 17:56:49 GMT 2023","Wed Jul 19 17:56:49 GMT 2023","213","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Wed Jul 19 17:55:17 GMT 2023","Wed Jul 19 17:55:21 GMT 2023","3474","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [3] angular, test, username",""
"broken","Wed Jul 19 17:56:49 GMT 2023","Wed Jul 19 17:56:49 GMT 2023","270","","","","","","Example #1.5",""
"passed","Wed Jul 19 17:55:37 GMT 2023","Wed Jul 19 17:55:39 GMT 2023","1582","","tests.JSExecutorTest","","tests.JSExecutorTest","isScrollPage","isScrollPage()",""
"passed","Wed Jul 19 17:56:13 GMT 2023","Wed Jul 19 17:56:16 GMT 2023","3734","","tests.LoginTest","","tests.LoginTest","loginSuccessfully","loginSuccessfully()",""
"passed","Wed Jul 19 17:55:23 GMT 2023","Wed Jul 19 17:55:26 GMT 2023","2548","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [5] angular, te, username",""
"broken","Wed Jul 19 17:56:48 GMT 2023","Wed Jul 19 17:56:48 GMT 2023","275","","","","","","Example #1.1",""
"skipped","Wed Jul 19 17:56:48 GMT 2023","Wed Jul 19 17:56:48 GMT 2023","268","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"passed","Wed Jul 19 17:56:05 GMT 2023","Wed Jul 19 17:56:07 GMT 2023","2346","","tests.LoginTest","","tests.LoginTest","loginWithEmptyUsernameField","loginWithEmptyUsernameField()",""
"passed","Wed Jul 19 17:55:13 GMT 2023","Wed Jul 19 17:55:17 GMT 2023","3685","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
