"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Aug 03 11:46:02 GMT 2023","Thu Aug 03 11:46:02 GMT 2023","40","","tests.AlertsTest","","tests.AlertsTest","alert","alert()",""
"skipped","Thu Aug 03 11:46:08 GMT 2023","Thu Aug 03 11:46:08 GMT 2023","26","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
"broken","Thu Aug 03 11:46:02 GMT 2023","Thu Aug 03 11:46:02 GMT 2023","64","","tests.LoginTest","","tests.LoginTest","loginWithInvalidUsername","loginWithInvalidUsername()",""
"broken","Thu Aug 03 11:46:01 GMT 2023","Thu Aug 03 11:46:01 GMT 2023","92","","tests.BasicAuthTest","","tests.BasicAuthTest","basicAuth","basicAuth()",""
"broken","Thu Aug 03 11:46:02 GMT 2023","Thu Aug 03 11:46:02 GMT 2023","55","","tests.LoginTest","","tests.LoginTest","loginWithEmptyUsernameField","loginWithEmptyUsernameField()",""
"broken","Thu Aug 03 11:46:02 GMT 2023","Thu Aug 03 11:46:02 GMT 2023","43","","tests.LoginTest","","tests.LoginTest","hintToEmptyUsernameDescriptionField","hintToEmptyUsernameDescriptionField()",""
"broken","Thu Aug 03 11:46:01 GMT 2023","Thu Aug 03 11:46:01 GMT 2023","80","","tests.JSExecutorTest","","tests.JSExecutorTest","isScrollPage","isScrollPage()",""
"skipped","Thu Aug 03 11:46:08 GMT 2023","Thu Aug 03 11:46:08 GMT 2023","25","","login","","login with wrong value scenario","","login with wrong value scenario","  try to login with wrong value"
"broken","Thu Aug 03 11:46:02 GMT 2023","Thu Aug 03 11:46:02 GMT 2023","17","","tests.LoginTest","","tests.LoginTest","overflowPasswordField","overflowPasswordField()",""
"broken","Thu Aug 03 11:46:08 GMT 2023","Thu Aug 03 11:46:08 GMT 2023","33","","","","","","Example #1.4",""
"broken","Thu Aug 03 11:46:08 GMT 2023","Thu Aug 03 11:46:08 GMT 2023","32","","","","","","Example #1.5",""
"broken","Thu Aug 03 11:46:01 GMT 2023","Thu Aug 03 11:46:01 GMT 2023","37","","tests.UniversalLoginTest","","tests.UniversalLoginTest","universalLogin","universalLogin(String, String, String) [2] test, password, username",""
"skipped","Thu Aug 03 11:46:08 GMT 2023","Thu Aug 03 11:46:08 GMT 2023","17","","login","","login with invalid length value scenario","","login with invalid length value scenario","  try to login with invalid length value"
